Country/Territory,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,country_code
Maldives,123243.0,130945.76923076923,138648.53846153847,146351.3076923077,154054.07692307694,161756.84615384616,169459.61538461538,177162.38461538462,184865.15384615384,192567.92307692303,200270.6923076923,207973.46153846156,215676.23076923075,223379.0,231081.7692307692,238784.53846153844,246487.3076923077,254190.0769230769,261892.84615384616,269595.6153846154,277298.3846153846,285001.1538461539,292703.92307692306,300406.6923076923,308109.4615384615,315812.23076923075,323515.0,331217.76923076925,338920.53846153844,346623.3076923077,354326.0769230769,362028.8461538461,369731.6153846154,377434.3846153846,385137.1538461539,392839.9230769231,400542.6923076923,408245.4615384615,415948.2307692308,423651.0,431353.7692307693,439056.5384615384,446759.3076923077,454462.07692307694,462164.8461538461,469867.6153846154,477570.3846153846,485273.1538461538,492975.9230769231,500678.6923076923,508381.4615384615,516084.2307692308,523787.0,MV
Mali,6153587.0,6469740.903846154,6785894.807692308,7102048.711538462,7418202.615384616,7734356.51923077,8050510.423076923,8366664.326923077,8682818.230769232,8998972.134615384,9315126.03846154,9631279.942307692,9947433.846153846,10263587.75,10579741.653846154,10895895.557692308,11212049.461538462,11528203.365384616,11844357.26923077,12160511.173076924,12476665.076923078,12792818.980769232,13108972.884615384,13425126.78846154,13741280.692307692,14057434.596153848,14373588.5,14689742.403846154,15005896.307692308,15322050.211538462,15638204.115384616,15954358.01923077,16270511.923076924,16586665.826923078,16902819.730769232,17218973.634615384,17535127.53846154,17851281.442307696,18167435.346153848,18483589.25,18799743.15384616,19115897.057692308,19432050.961538464,19748204.865384616,20064358.769230768,20380512.673076924,20696666.57692308,21012820.480769232,21328974.384615384,21645128.28846154,21961282.192307696,22277436.096153848,22593590.0,ML
Malta,315414.0,319603.8461538461,323793.6923076923,327983.53846153844,332173.3846153846,336363.23076923075,340553.07692307694,344742.92307692306,348932.76923076925,353122.6153846154,357312.4615384616,361502.3076923077,365692.1538461539,369882.0,374071.8461538461,378261.6923076923,382451.5384615385,386641.3846153846,390831.2307692308,395021.07692307694,399210.9230769231,403400.7692307693,407590.6153846154,411780.4615384616,415970.3076923077,420160.1538461539,424350.0,428539.8461538462,432729.6923076923,436919.5384615385,441109.3846153846,445299.2307692308,449489.07692307694,453678.9230769231,457868.7692307693,462058.6153846154,466248.4615384616,470438.30769230775,474628.1538461539,478818.0,483007.8461538462,487197.6923076923,491387.5384615385,495577.3846153846,499767.2307692308,503957.07692307694,508146.9230769231,512336.7692307693,516526.6153846154,520716.4615384616,524906.3076923077,529096.1538461539,533286.0,MT
Marshall Islands,23969.0,24307.46153846154,24645.92307692308,24984.384615384617,25322.846153846152,25661.30769230769,25999.76923076923,26338.23076923077,26676.69230769231,27015.153846153848,27353.615384615383,27692.07692307692,28030.53846153846,28369.0,28707.46153846154,29045.92307692308,29384.384615384617,29722.846153846152,30061.30769230769,30399.76923076923,30738.23076923077,31076.69230769231,31415.153846153844,31753.615384615383,32092.07692307692,32430.53846153846,32769.0,33107.46153846154,33445.92307692308,33784.38461538462,34122.84615384616,34461.30769230769,34799.769230769234,35138.230769230766,35476.692307692305,35815.153846153844,36153.61538461538,36492.07692307692,36830.53846153846,37169.0,37507.46153846154,37845.92307692308,38184.38461538462,38522.84615384616,38861.30769230769,39199.769230769234,39538.230769230766,39876.69230769231,40215.15384615384,40553.61538461538,40892.07692307692,41230.53846153846,41569.0,MH
Martinique,326428.0,327217.98076923075,328007.9615384616,328797.9423076923,329587.92307692306,330377.9038461539,331167.8846153846,331957.8653846154,332747.8461538461,333537.82692307694,334327.8076923077,335117.78846153844,335907.76923076925,336697.75,337487.73076923075,338277.7115384616,339067.6923076923,339857.67307692306,340647.6538461539,341437.6346153846,342227.6153846154,343017.5961538461,343807.57692307694,344597.5576923077,345387.53846153844,346177.51923076925,346967.5,347757.48076923075,348547.4615384616,349337.4423076923,350127.42307692306,350917.4038461539,351707.3846153846,352497.3653846154,353287.3461538461,354077.32692307694,354867.3076923077,355657.28846153844,356447.26923076925,357237.25,358027.23076923075,358817.2115384616,359607.1923076923,360397.1730769231,361187.1538461539,361977.1346153846,362767.1153846154,363557.0961538461,364347.07692307694,365137.0576923077,365927.0384615384,366717.0192307693,367507.0,MQ
Mauritania,1122198.0,1191696.8653846155,1261195.7307692308,1330694.5961538462,1400193.4615384615,1469692.326923077,1539191.1923076925,1608690.0576923075,1678188.923076923,1747687.7884615385,1817186.653846154,1886685.5192307688,1956184.3846153847,2025683.25,2095182.1153846155,2164680.980769231,2234179.846153846,2303678.711538462,2373177.576923077,2442676.4423076925,2512175.307692308,2581674.173076923,2651173.0384615385,2720671.903846154,2790170.769230769,2859669.634615385,2929168.5,2998667.3653846155,3068166.230769231,3137665.096153846,3207163.961538462,3276662.826923077,3346161.6923076925,3415660.557692308,3485159.4230769235,3554658.2884615385,3624157.153846154,3693656.0192307695,3763154.884615385,3832653.75,3902152.615384616,3971651.480769231,4041150.3461538474,4110649.211538462,4180148.076923077,4249646.942307692,4319145.807692308,4388644.673076924,4458143.538461539,4527642.403846154,4597141.26923077,4666640.134615385,4736139.0,MR
Mauritius,830115.0,839141.0384615385,848167.0769230769,857193.1153846154,866219.1538461539,875245.1923076923,884271.2307692308,893297.2692307692,902323.3076923076,911349.346153846,920375.3846153846,929401.423076923,938427.4615384616,947453.5,956479.5384615384,965505.5769230768,974531.6153846154,983557.653846154,992583.6923076924,1001609.7307692308,1010635.7692307692,1019661.8076923076,1028687.846153846,1037713.8846153846,1046739.923076923,1055765.9615384615,1064792.0,1073818.0384615385,1082844.076923077,1091870.1153846155,1100896.1538461538,1109922.1923076925,1118948.2307692308,1127974.2692307692,1137000.3076923075,1146026.346153846,1155052.3846153845,1164078.423076923,1173104.4615384615,1182130.5,1191156.5384615385,1200182.576923077,1209208.6153846155,1218234.6538461538,1227260.6923076925,1236286.7307692308,1245312.7692307692,1254338.8076923075,1263364.846153846,1272390.8846153845,1281416.923076923,1290442.9615384615,1299469.0,MU
Mayotte,35383.0,40973.730769230766,46564.46153846154,52155.19230769231,57745.92307692308,63336.65384615384,68927.38461538462,74518.11538461539,80108.84615384616,85699.57692307692,91290.30769230767,96881.03846153848,102471.76923076923,108062.5,113653.23076923078,119243.96153846156,124834.69230769233,130425.42307692308,136016.15384615384,141606.88461538462,147197.61538461538,152788.34615384616,158379.07692307694,163969.8076923077,169560.53846153847,175151.26923076925,180742.0,186332.7307692308,191923.4615384616,197514.1923076923,203104.9230769231,208695.65384615384,214286.38461538465,219877.1153846154,225467.84615384616,231058.5769230769,236649.3076923077,242240.03846153847,247830.76923076925,253421.5,259012.2307692308,264602.9615384616,270193.6923076923,275784.4230769231,281375.1538461539,286965.8846153846,292556.6153846154,298147.3461538462,303738.07692307694,309328.8076923077,314919.5384615385,320510.26923076925,326101.0,YT
Mexico,50289306.0,51774206.365384616,53259106.73076923,54744007.09615385,56228907.461538464,57713807.82692308,59198708.192307696,60683608.557692304,62168508.92307693,63653409.288461536,65138309.65384616,66623210.01923077,68108110.38461539,69593010.75,71077911.11538461,72562811.48076923,74047711.84615386,75532612.21153846,77017512.57692307,78502412.9423077,79987313.30769232,81472213.67307693,82957114.03846154,84442014.40384616,85926914.76923077,87411815.13461539,88896715.5,90381615.8653846,91866516.23076925,93351416.59615386,94836316.96153846,96321217.32692309,97806117.6923077,99291018.05769232,100775918.42307691,102260818.78846154,103745719.15384616,105230619.51923078,106715519.8846154,108200420.25,109685320.61538462,111170220.98076925,112655121.34615386,114140021.71153846,115624922.07692309,117109822.4423077,118594722.80769232,120079623.17307691,121564523.53846154,123049423.90384616,124534324.26923075,126019224.6346154,127504125.0,MX
Micronesia,58989.0,60050.057692307695,61111.11538461538,62172.17307692308,63233.230769230766,64294.28846153846,65355.34615384616,66416.40384615384,67477.46153846153,68538.51923076923,69599.57692307692,70660.63461538462,71721.69230769231,72782.75,73843.80769230769,74904.86538461539,75965.92307692308,77026.98076923077,78088.03846153847,79149.09615384616,80210.15384615384,81271.21153846153,82332.26923076923,83393.32692307692,84454.38461538462,85515.44230769231,86576.5,87637.55769230769,88698.61538461539,89759.67307692308,90820.73076923078,91881.78846153848,92942.84615384616,94003.90384615384,95064.96153846152,96126.01923076923,97187.07692307692,98248.13461538462,99309.19230769233,100370.25,101431.30769230767,102492.3653846154,103553.42307692308,104614.48076923078,105675.53846153848,106736.59615384616,107797.65384615384,108858.71153846152,109919.76923076923,110980.82692307694,112041.88461538462,113102.94230769233,114164.0,FM
Moldova,3711140.0,3702714.153846154,3694288.307692308,3685862.4615384615,3677436.615384616,3669010.769230769,3660584.923076923,3652159.076923077,3643733.230769231,3635307.384615385,3626881.5384615385,3618455.692307693,3610029.846153846,3601604.0,3593178.153846154,3584752.3076923075,3576326.461538461,3567900.6153846155,3559474.769230769,3551048.923076923,3542623.076923077,3534197.230769231,3525771.3846153845,3517345.5384615385,3508919.6923076925,3500493.846153846,3492068.0,3483642.153846154,3475216.3076923075,3466790.461538461,3458364.6153846155,3449938.769230769,3441512.923076923,3433087.076923077,3424661.230769231,3416235.3846153845,3407809.5384615385,3399383.6923076925,3390957.846153846,3382532.0,3374106.153846154,3365680.3076923075,3357254.461538461,3348828.6153846155,3340402.769230769,3331976.923076923,3323551.076923077,3315125.230769231,3306699.3846153845,3298273.5384615385,3289847.6923076925,3281421.846153846,3272996.0,MD
Monaco,24270.0,24504.596153846152,24739.19230769231,24973.78846153846,25208.384615384617,25442.98076923077,25677.57692307692,25912.17307692308,26146.76923076923,26381.365384615383,26615.96153846154,26850.55769230769,27085.153846153848,27319.75,27554.346153846152,27788.94230769231,28023.53846153846,28258.134615384617,28492.73076923077,28727.32692307692,28961.92307692308,29196.51923076923,29431.115384615383,29665.71153846154,29900.30769230769,30134.903846153844,30369.5,30604.096153846152,30838.69230769231,31073.28846153846,31307.884615384617,31542.48076923077,31777.07692307692,32011.67307692308,32246.26923076923,32480.865384615383,32715.46153846154,32950.05769230769,33184.653846153844,33419.25,33653.84615384616,33888.442307692305,34123.03846153846,34357.63461538462,34592.230769230766,34826.82692307692,35061.42307692308,35296.019230769234,35530.61538461538,35765.21153846154,35999.80769230769,36234.40384615384,36469.0,MC
Mongolia,1293880.0,1334350.8846153845,1374821.7692307692,1415292.6538461538,1455763.5384615385,1496234.423076923,1536705.3076923075,1577176.1923076925,1617647.076923077,1658117.9615384615,1698588.8461538462,1739059.7307692308,1779530.6153846155,1820001.5,1860472.3846153845,1900943.2692307688,1941414.153846154,1981885.0384615385,2022355.923076923,2062826.807692308,2103297.6923076925,2143768.576923077,2184239.461538461,2224710.346153846,2265181.230769231,2305652.1153846155,2346123.0,2386593.884615385,2427064.769230769,2467535.653846154,2508006.5384615385,2548477.423076923,2588948.307692308,2629419.192307692,2669890.076923077,2710360.961538461,2750831.846153846,2791302.730769231,2831773.6153846155,2872244.5,2912715.384615385,2953186.269230769,2993657.153846154,3034128.0384615385,3074598.923076923,3115069.807692308,3155540.6923076925,3196011.576923077,3236482.461538461,3276953.346153846,3317424.230769231,3357895.1153846155,3398366.0,MN
Montenegro,530268.0,532129.8076923077,533991.6153846154,535853.4230769231,537715.2307692308,539577.0384615385,541438.8461538461,543300.6538461539,545162.4615384615,547024.2692307692,548886.0769230769,550747.8846153846,552609.6923076923,554471.5,556333.3076923077,558195.1153846154,560056.9230769231,561918.7307692308,563780.5384615385,565642.3461538461,567504.1538461539,569365.9615384615,571227.7692307692,573089.5769230769,574951.3846153846,576813.1923076923,578675.0,580536.8076923077,582398.6153846154,584260.4230769231,586122.2307692308,587984.0384615385,589845.8461538461,591707.6538461539,593569.4615384615,595431.2692307692,597293.0769230769,599154.8846153846,601016.6923076923,602878.5,604740.3076923077,606602.1153846154,608463.9230769231,610325.7307692308,612187.5384615385,614049.3461538461,615911.1538461539,617772.9615384615,619634.7692307692,621496.5769230769,623358.3846153846,625220.1923076923,627082.0,ME
Montserrat,11402.0,11267.153846153846,11132.307692307691,10997.46153846154,10862.615384615385,10727.76923076923,10592.923076923076,10458.076923076924,10323.23076923077,10188.384615384615,10053.53846153846,9918.692307692309,9783.846153846154,9649.0,9514.153846153846,9379.307692307691,9244.46153846154,9109.615384615385,8974.76923076923,8839.923076923078,8705.076923076924,8570.23076923077,8435.384615384615,8300.538461538461,8165.692307692308,8030.846153846154,7896.0,7761.153846153846,7626.307692307692,7491.461538461539,7356.615384615385,7221.769230769231,7086.923076923077,6952.076923076923,6817.2307692307695,6682.384615384615,6547.538461538462,6412.692307692308,6277.846153846154,6143.0,6008.153846153847,5873.307692307692,5738.461538461539,5603.615384615385,5468.769230769231,5333.923076923077,5199.076923076924,5064.2307692307695,4929.384615384615,4794.538461538462,4659.692307692308,4524.846153846154,4390.0,MS
Morocco,15274351.0,15700959.076923076,16127567.153846154,16554175.23076923,16980783.307692308,17407391.384615384,17833999.46153846,18260607.53846154,18687215.615384616,19113823.69230769,19540431.769230768,19967039.846153848,20393647.923076924,20820256.0,21246864.07692308,21673472.153846152,22100080.230769232,22526688.307692308,22953296.384615384,23379904.461538464,23806512.538461536,24233120.615384616,24659728.69230769,25086336.769230768,25512944.846153848,25939552.923076924,26366161.0,26792769.07692308,27219377.153846152,27645985.230769232,28072593.307692308,28499201.384615384,28925809.461538464,29352417.538461536,29779025.615384616,30205633.69230769,30632241.769230768,31058849.846153848,31485457.923076924,31912066.0,32338674.07692308,32765282.15384616,33191890.230769232,33618498.307692304,34045106.384615384,34471714.461538464,34898322.538461536,35324930.615384616,35751538.692307696,36178146.76923077,36604754.84615385,37031362.92307693,37457971.0,MA
Mozambique,8411676.0,8883942.173076924,9356208.346153846,9828474.51923077,10300740.692307692,10773006.865384616,11245273.038461538,11717539.211538462,12189805.384615384,12662071.557692308,13134337.730769232,13606603.903846154,14078870.076923076,14551136.25,15023402.423076924,15495668.596153846,15967934.769230768,16440200.942307692,16912467.115384616,17384733.288461536,17856999.461538464,18329265.634615384,18801531.807692308,19273797.980769232,19746064.153846152,20218330.32692308,20690596.5,21162862.67307692,21635128.846153848,22107395.019230768,22579661.19230769,23051927.365384616,23524193.538461536,23996459.711538464,24468725.884615384,24940992.057692308,25413258.230769232,25885524.403846152,26357790.57692308,26830056.75,27302322.923076924,27774589.096153844,28246855.269230768,28719121.44230769,29191387.615384616,29663653.788461536,30135919.96153846,30608186.134615384,31080452.307692308,31552718.480769232,32024984.653846152,32497250.82692308,32969517.0,MZ
Myanmar,27284112.0,27801327.269230768,28318542.53846154,28835757.807692308,29352973.07692308,29870188.346153848,30387403.615384616,30904618.884615384,31421834.153846152,31939049.423076924,32456264.69230769,32973479.961538464,33490695.230769232,34007910.5,34525125.76923077,35042341.038461536,35559556.307692304,36076771.57692308,36593986.84615385,37111202.115384616,37628417.38461538,38145632.65384615,38662847.92307693,39180063.192307696,39697278.461538464,40214493.73076923,40731709.0,41248924.26923077,41766139.538461536,42283354.807692304,42800570.07692308,43317785.34615385,43835000.615384616,44352215.88461538,44869431.15384616,45386646.42307693,45903861.692307696,46421076.961538464,46938292.23076923,47455507.5,47972722.76923077,48489938.038461536,49007153.307692304,49524368.57692307,50041583.84615385,50558799.115384616,51076014.38461538,51593229.65384616,52110444.92307693,52627660.192307696,53144875.461538464,53662090.73076923,54179306.0,MM
Namibia,754467.0,789323.6346153846,824180.2692307692,859036.9038461539,893893.5384615385,928750.1730769232,963606.8076923076,998463.4423076924,1033320.076923077,1068176.7115384615,1103033.3461538462,1137889.9807692308,1172746.6153846155,1207603.25,1242459.8846153845,1277316.5192307692,1312173.153846154,1347029.7884615385,1381886.423076923,1416743.0576923075,1451599.6923076925,1486456.326923077,1521312.9615384615,1556169.5961538462,1591026.2307692308,1625882.8653846155,1660739.5,1695596.1346153845,1730452.7692307692,1765309.403846154,1800166.0384615385,1835022.6730769232,1869879.307692308,1904735.9423076925,1939592.576923077,1974449.2115384613,2009305.8461538465,2044162.4807692308,2079019.1153846155,2113875.75,2148732.384615385,2183589.019230769,2218445.653846154,2253302.2884615385,2288158.923076923,2323015.557692308,2357872.1923076925,2392728.826923077,2427585.461538461,2462442.096153846,2497298.730769231,2532155.3653846155,2567012.0,NA
Nauru,6663.0,6778.4807692307695,6893.961538461538,7009.442307692308,7124.923076923077,7240.403846153846,7355.884615384615,7471.365384615385,7586.846153846154,7702.326923076923,7817.807692307692,7933.288461538461,8048.7692307692305,8164.25,8279.73076923077,8395.211538461539,8510.692307692309,8626.173076923076,8741.653846153846,8857.134615384615,8972.615384615385,9088.096153846154,9203.576923076922,9319.057692307691,9434.53846153846,9550.01923076923,9665.5,9780.98076923077,9896.46153846154,10011.942307692309,10127.423076923076,10242.903846153846,10358.384615384615,10473.865384615385,10589.346153846154,10704.826923076922,10820.307692307691,10935.78846153846,11051.26923076923,11166.75,11282.23076923077,11397.71153846154,11513.192307692309,11628.673076923078,11744.153846153846,11859.634615384615,11975.115384615385,12090.596153846152,12206.076923076922,12321.557692307691,12437.03846153846,12552.51923076923,12668.0,NR
Nepal,12501285.0,12848329.134615384,13195373.26923077,13542417.403846154,13889461.538461538,14236505.673076924,14583549.807692308,14930593.942307692,15277638.076923076,15624682.211538462,15971726.346153846,16318770.480769232,16665814.615384616,17012858.75,17359902.884615384,17706947.019230768,18053991.153846152,18401035.28846154,18748079.423076924,19095123.557692308,19442167.69230769,19789211.82692308,20136255.961538464,20483300.096153848,20830344.230769232,21177388.365384616,21524432.5,21871476.634615384,22218520.769230768,22565564.903846152,22912609.038461536,23259653.173076924,23606697.307692308,23953741.44230769,24300785.57692308,24647829.711538464,24994873.846153848,25341917.980769232,25688962.115384616,26036006.25,26383050.384615384,26730094.519230768,27077138.653846152,27424182.788461536,27771226.923076924,28118271.057692308,28465315.19230769,28812359.32692308,29159403.461538464,29506447.596153848,29853491.730769232,30200535.865384616,30547580.0,NP
Netherlands,13037686.0,13124730.76923077,13211775.538461538,13298820.307692308,13385865.076923076,13472909.846153846,13559954.615384616,13646999.384615384,13734044.153846154,13821088.923076924,13908133.692307692,13995178.461538462,14082223.23076923,14169268.0,14256312.76923077,14343357.538461538,14430402.307692308,14517447.076923076,14604491.846153846,14691536.615384616,14778581.384615384,14865626.153846154,14952670.923076924,15039715.692307692,15126760.461538462,15213805.230769232,15300850.0,15387894.76923077,15474939.538461538,15561984.307692308,15649029.076923076,15736073.846153846,15823118.615384616,15910163.384615384,15997208.153846154,16084252.923076924,16171297.692307692,16258342.461538462,16345387.230769232,16432432.0,16519476.76923077,16606521.538461538,16693566.307692308,16780611.076923076,16867655.846153848,16954700.615384616,17041745.384615384,17128790.153846152,17215834.923076924,17302879.692307692,17389924.461538464,17476969.230769232,17564014.0,NL
New Caledonia,110982.0,114423.69230769233,117865.3846153846,121307.07692307692,124748.76923076923,128190.46153846152,131632.15384615384,135073.84615384616,138515.53846153847,141957.23076923078,145398.92307692306,148840.61538461538,152282.3076923077,155724.0,159165.6923076923,162607.38461538462,166049.07692307694,169490.76923076922,172932.46153846153,176374.15384615384,179815.84615384616,183257.53846153844,186699.23076923075,190140.92307692303,193582.61538461535,197024.3076923077,200466.0,203907.6923076923,207349.38461538465,210791.0769230769,214232.76923076925,217674.46153846156,221116.15384615384,224557.84615384616,227999.53846153844,231441.23076923075,234882.92307692303,238324.61538461535,241766.3076923077,245208.0,248649.6923076923,252091.38461538465,255533.0769230769,258974.7692307692,262416.4615384615,265858.1538461539,269299.8461538461,272741.5384615385,276183.23076923075,279624.92307692306,283066.6153846154,286508.3076923077,289950.0,NC
New Zealand,2824061.0,2869469.211538461,2914877.423076923,2960285.6346153845,3005693.846153846,3051102.0576923075,3096510.269230769,3141918.480769231,3187326.6923076925,3232734.903846154,3278143.1153846155,3323551.326923077,3368959.5384615385,3414367.75,3459775.961538461,3505184.173076923,3550592.3846153845,3596000.596153846,3641408.807692308,3686817.019230769,3732225.230769231,3777633.442307693,3823041.653846154,3868449.865384616,3913858.076923077,3959266.2884615385,4004674.5,4050082.7115384615,4095490.923076923,4140899.134615385,4186307.346153846,4231715.557692308,4277123.769230769,4322531.980769231,4367940.192307692,4413348.403846154,4458756.615384616,4504164.826923077,4549573.038461538,4594981.25,4640389.461538462,4685797.673076923,4731205.884615385,4776614.096153846,4822022.307692308,4867430.519230769,4912838.730769231,4958246.942307692,5003655.153846154,5049063.365384616,5094471.576923077,5139879.788461538,5185288.0,NZ
Nicaragua,2444767.0,2531375.173076923,2617983.346153846,2704591.519230769,2791199.6923076925,2877807.8653846155,2964416.0384615385,3051024.211538461,3137632.3846153845,3224240.557692308,3310848.730769231,3397456.903846154,3484065.076923077,3570673.25,3657281.423076923,3743889.596153846,3830497.769230769,3917105.942307692,4003714.115384616,4090322.2884615385,4176930.4615384615,4263538.634615385,4350146.807692308,4436754.980769231,4523363.153846154,4609971.326923077,4696579.5,4783187.673076923,4869795.846153846,4956404.01923077,5043012.192307692,5129620.365384616,5216228.538461538,5302836.711538462,5389444.884615384,5476053.057692308,5562661.230769231,5649269.403846154,5735877.576923077,5822485.75,5909093.923076923,5995702.096153846,6082310.26923077,6168918.442307692,6255526.615384616,6342134.788461538,6428742.961538462,6515351.134615384,6601959.307692308,6688567.480769231,6775175.653846154,6861783.826923077,6948392.0,NI
Niger,4669708.0,5083905.480769231,5498102.961538462,5912300.442307692,6326497.923076923,6740695.403846154,7154892.884615384,7569090.365384615,7983287.846153846,8397485.326923076,8811682.807692308,9225880.288461538,9640077.769230768,10054275.25,10468472.73076923,10882670.21153846,11296867.692307692,11711065.173076924,12125262.653846154,12539460.134615384,12953657.615384616,13367855.096153846,13782052.576923076,14196250.057692308,14610447.538461538,15024645.019230768,15438842.5,15853039.98076923,16267237.46153846,16681434.942307692,17095632.42307692,17509829.903846152,17924027.384615384,18338224.865384616,18752422.346153848,19166619.82692308,19580817.307692308,19995014.788461536,20409212.269230768,20823409.75,21237607.230769232,21651804.71153846,22066002.19230769,22480199.673076924,22894397.153846152,23308594.634615384,23722792.115384616,24136989.596153844,24551187.07692308,24965384.557692308,25379582.038461536,25793779.519230768,26207977.0,NE
Nigeria,55569264.0,58703339.92307692,61837415.84615385,64971491.76923077,68105567.6923077,71239643.61538461,74373719.53846154,77507795.46153846,80641871.38461539,83775947.3076923,86910023.23076923,90044099.15384614,93178175.07692309,96312251.0,99446326.92307691,102580402.84615386,105714478.76923075,108848554.69230768,111982630.6153846,115116706.53846154,118250782.46153846,121384858.3846154,124518934.3076923,127653010.23076925,130787086.15384614,133921162.07692309,137055238.0,140189313.92307693,143323389.84615386,146457465.76923078,149591541.6923077,152725617.6153846,155859693.53846154,158993769.46153846,162127845.38461536,165261921.3076923,168395997.23076922,171530073.15384614,174664149.07692307,177798225.0,180932300.92307693,184066376.84615383,187200452.7692308,190334528.69230768,193468604.6153846,196602680.53846157,199736756.4615385,202870832.3846154,206004908.3076923,209138984.2307692,212273060.1538461,215407136.07692307,218541212.0,NG
Niue,5185.0,5122.4807692307695,5059.961538461538,4997.442307692308,4934.923076923077,4872.403846153846,4809.884615384615,4747.365384615385,4684.846153846154,4622.326923076923,4559.807692307692,4497.288461538462,4434.769230769231,4372.25,4309.7307692307695,4247.211538461538,4184.692307692308,4122.173076923077,4059.653846153846,3997.1346153846152,3934.6153846153848,3872.096153846154,3809.576923076923,3747.057692307693,3684.538461538462,3622.019230769231,3559.5,3496.980769230769,3434.4615384615386,3371.942307692308,3309.423076923077,3246.903846153846,3184.3846153846152,3121.8653846153848,3059.346153846154,2996.826923076924,2934.3076923076924,2871.788461538461,2809.269230769231,2746.75,2684.230769230769,2621.7115384615386,2559.192307692308,2496.673076923077,2434.153846153846,2371.634615384616,2309.1153846153848,2246.596153846154,2184.076923076924,2121.5576923076924,2059.038461538462,1996.519230769231,1934.0,NU
North Korea,14996879.0,15209812.403846154,15422745.807692308,15635679.211538462,15848612.615384616,16061546.01923077,16274479.423076924,16487412.826923076,16700346.23076923,16913279.634615384,17126213.03846154,17339146.442307692,17552079.846153848,17765013.25,17977946.653846152,18190880.057692308,18403813.46153846,18616746.865384616,18829680.269230768,19042613.673076924,19255547.07692308,19468480.480769232,19681413.884615384,19894347.288461536,20107280.69230769,20320214.096153848,20533147.5,20746080.903846152,20959014.307692308,21171947.71153846,21384881.115384616,21597814.519230768,21810747.923076924,22023681.32692308,22236614.730769232,22449548.134615384,22662481.538461536,22875414.94230769,23088348.346153848,23301281.75,23514215.153846152,23727148.557692308,23940081.961538464,24153015.365384616,24365948.769230768,24578882.17307692,24791815.57692308,25004748.980769232,25217682.384615384,25430615.788461536,25643549.19230769,25856482.596153848,26069416.0,KP
North Macedonia,1656783.0,1665183.3076923075,1673583.6153846155,1681983.923076923,1690384.2307692308,1698784.5384615385,1707184.8461538462,1715585.1538461538,1723985.4615384615,1732385.7692307692,1740786.076923077,1749186.3846153845,1757586.6923076925,1765987.0,1774387.3076923075,1782787.6153846155,1791187.923076923,1799588.2307692308,1807988.5384615385,1816388.846153846,1824789.1538461535,1833189.4615384613,1841589.7692307688,1849990.076923077,1858390.3846153845,1866790.6923076925,1875191.0,1883591.307692308,1891991.6153846155,1900391.923076923,1908792.2307692308,1917192.5384615385,1925592.846153846,1933993.1538461535,1942393.4615384613,1950793.7692307688,1959194.076923077,1967594.3846153845,1975994.6923076925,1984395.0,1992795.3076923075,2001195.6153846155,2009595.923076923,2017996.2307692308,2026396.5384615385,2034796.846153846,2043197.1538461535,2051597.4615384613,2059997.7692307688,2068398.076923077,2076798.3846153845,2085198.6923076925,2093599.0,MK
Northern Mariana Islands,10143.0,10900.846153846154,11658.692307692309,12416.53846153846,13174.384615384615,13932.23076923077,14690.076923076922,15447.923076923076,16205.76923076923,16963.615384615383,17721.46153846154,18479.30769230769,19237.153846153844,19995.0,20752.846153846152,21510.692307692305,22268.53846153846,23026.384615384617,23784.23076923077,24542.07692307692,25299.92307692308,26057.76923076923,26815.615384615383,27573.46153846154,28331.30769230769,29089.153846153844,29847.0,30604.846153846152,31362.692307692305,32120.53846153846,32878.38461538461,33636.230769230766,34394.07692307692,35151.92307692308,35909.769230769234,36667.61538461538,37425.46153846154,38183.30769230769,38941.15384615384,39699.0,40456.84615384616,41214.69230769231,41972.53846153846,42730.38461538461,43488.230769230766,44246.07692307692,45003.92307692308,45761.76923076923,46519.61538461538,47277.46153846154,48035.30769230769,48793.15384615384,49551.0,MP
Norway,3875546.0,3905522.403846154,3935498.807692308,3965475.2115384615,3995451.615384616,4025428.019230769,4055404.423076923,4085380.826923077,4115357.230769231,4145333.634615385,4175310.0384615385,4205286.442307692,4235262.846153846,4265239.25,4295215.653846154,4325192.057692308,4355168.461538462,4385144.865384615,4415121.269230769,4445097.673076923,4475074.076923077,4505050.480769231,4535026.884615385,4565003.288461538,4594979.692307692,4624956.096153846,4654932.5,4684908.903846154,4714885.307692308,4744861.711538462,4774838.115384615,4804814.519230769,4834790.923076923,4864767.326923077,4894743.730769231,4924720.134615385,4954696.538461538,4984672.942307692,5014649.346153846,5044625.75,5074602.153846154,5104578.557692308,5134554.961538462,5164531.365384616,5194507.769230769,5224484.173076923,5254460.576923077,5284436.980769231,5314413.384615385,5344389.788461538,5374366.192307692,5404342.596153846,5434319.0,NO
