Country/Territory,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,country_code
Oman,670693.0,745800.7884615385,820908.576923077,896016.3653846154,971124.153846154,1046231.9423076924,1121339.7307692308,1196447.5192307692,1271555.3076923075,1346663.0961538462,1421770.8846153847,1496878.673076923,1571986.4615384615,1647094.25,1722202.0384615385,1797309.826923077,1872417.6153846155,1947525.403846154,2022633.1923076925,2097740.980769231,2172848.769230769,2247956.557692308,2323064.346153846,2398172.134615385,2473279.923076923,2548387.711538462,2623495.5,2698603.288461539,2773711.076923077,2848818.8653846155,2923926.653846154,2999034.4423076925,3074142.230769231,3149250.019230769,3224357.807692308,3299465.5961538465,3374573.384615385,3449681.1730769235,3524788.961538462,3599896.7500000005,3675004.538461539,3750112.326923077,3825220.115384616,3900327.903846154,3975435.692307693,4050543.480769231,4125651.2692307695,4200759.057692308,4275866.846153846,4350974.634615385,4426082.423076924,4501190.211538462,4576298.0,OM
Pakistan,59290872.0,62685756.42307692,66080640.84615385,69475525.26923077,72870409.6923077,76265294.11538461,79660178.53846154,83055062.96153846,86449947.38461539,89844831.8076923,93239716.23076925,96634600.65384614,100029485.07692309,103424369.5,106819253.92307691,110214138.34615386,113609022.76923075,117003907.19230768,120398791.6153846,123793676.03846154,127188560.46153846,130583444.88461538,133978329.3076923,137373213.73076922,140768098.15384614,144162982.57692307,147557867.0,150952751.42307693,154347635.84615386,157742520.26923078,161137404.6923077,164532289.1153846,167927173.53846154,171322057.96153846,174716942.38461536,178111826.8076923,181506711.2307692,184901595.6538461,188296480.07692307,191691364.5,195086248.92307693,198481133.34615383,201876017.76923075,205270902.19230768,208665786.6153846,212060671.03846157,215455555.4615385,218850439.8846154,222245324.3076923,225640208.7307692,229035093.1538461,232429977.57692307,235824862.0,PK
Palau,11366.0,11494.634615384615,11623.26923076923,11751.903846153846,11880.53846153846,12009.173076923076,12137.807692307691,12266.442307692309,12395.076923076924,12523.71153846154,12652.346153846154,12780.98076923077,12909.615384615385,13038.25,13166.884615384615,13295.51923076923,13424.153846153846,13552.78846153846,13681.423076923078,13810.057692307691,13938.692307692309,14067.326923076924,14195.96153846154,14324.596153846154,14453.23076923077,14581.865384615385,14710.5,14839.134615384615,14967.76923076923,15096.403846153846,15225.03846153846,15353.673076923078,15482.307692307691,15610.942307692309,15739.576923076922,15868.21153846154,15996.846153846154,16125.48076923077,16254.115384615385,16382.75,16511.384615384617,16640.01923076923,16768.653846153848,16897.28846153846,17025.923076923078,17154.55769230769,17283.19230769231,17411.826923076922,17540.46153846154,17669.096153846156,17797.73076923077,17926.365384615383,18055.0,PW
Palestine,1118241.0,1197699.2884615385,1277157.576923077,1356615.8653846155,1436074.153846154,1515532.4423076925,1594990.7307692308,1674449.0192307692,1753907.3076923075,1833365.5961538465,1912823.8846153847,1992282.173076923,2071740.4615384613,2151198.75,2230657.0384615385,2310115.326923077,2389573.6153846155,2469031.903846154,2548490.1923076925,2627948.480769231,2707406.769230769,2786865.057692308,2866323.346153846,2945781.634615385,3025239.923076923,3104698.211538462,3184156.5,3263614.7884615385,3343073.076923077,3422531.3653846155,3501989.653846154,3581447.9423076925,3660906.230769231,3740364.5192307695,3819822.807692308,3899281.0961538474,3978739.384615385,4058197.673076924,4137655.961538462,4217114.25,4296572.538461539,4376030.826923077,4455489.115384616,4534947.403846154,4614405.692307692,4693863.980769231,4773322.26923077,4852780.557692308,4932238.846153846,5011697.134615385,5091155.423076924,5170613.711538462,5250072.0,PS
Panama,1516188.0,1571810.9423076925,1627433.8846153845,1683056.826923077,1738679.7692307692,1794302.7115384615,1849925.6538461535,1905548.596153846,1961171.5384615385,2016794.4807692308,2072417.423076923,2128040.3653846155,2183663.3076923075,2239286.25,2294909.192307692,2350532.1346153845,2406155.076923077,2461778.019230769,2517400.961538461,2573023.903846154,2628646.846153846,2684269.7884615385,2739892.730769231,2795515.673076923,2851138.615384615,2906761.5576923075,2962384.5,3018007.442307692,3073630.3846153845,3129253.326923077,3184876.269230769,3240499.211538461,3296122.153846154,3351745.096153846,3407368.038461538,3462990.980769231,3518613.923076923,3574236.865384615,3629859.807692308,3685482.75,3741105.692307692,3796728.634615385,3852351.576923077,3907974.519230769,3963597.4615384615,4019220.4038461535,4074843.346153846,4130466.2884615385,4186089.230769231,4241712.173076923,4297335.115384615,4352958.057692308,4408581.0,PA
Papua New Guinea,2489059.0,2636242.846153846,2783426.6923076925,2930610.5384615385,3077794.3846153845,3224978.230769231,3372162.076923077,3519345.923076923,3666529.769230769,3813713.615384616,3960897.4615384615,4108081.307692308,4255265.153846154,4402449.0,4549632.846153846,4696816.692307692,4844000.538461538,4991184.384615384,5138368.230769231,5285552.076923077,5432735.923076923,5579919.76923077,5727103.615384616,5874287.461538462,6021471.307692308,6168655.153846154,6315839.0,6463022.846153846,6610206.692307692,6757390.538461539,6904574.384615385,7051758.230769231,7198942.076923077,7346125.923076923,7493309.769230769,7640493.615384615,7787677.461538462,7934861.307692308,8082045.153846154,8229229.0,8376412.846153846,8523596.692307692,8670780.53846154,8817964.384615384,8965148.230769232,9112332.076923076,9259515.923076924,9406699.769230768,9553883.615384616,9701067.461538462,9848251.307692308,9995435.153846154,10142619.0,PG
Paraguay,2408787.0,2492863.096153846,2576939.1923076925,2661015.2884615385,2745091.3846153845,2829167.480769231,2913243.576923077,2997319.673076923,3081395.769230769,3165471.8653846155,3249547.961538461,3333624.057692308,3417700.153846154,3501776.25,3585852.346153846,3669928.442307692,3754004.5384615385,3838080.634615385,3922156.730769231,4006232.826923077,4090308.923076923,4174385.019230769,4258461.115384616,4342537.211538462,4426613.307692308,4510689.403846154,4594765.5,4678841.596153846,4762917.692307692,4846993.788461538,4931069.884615384,5015145.980769231,5099222.076923077,5183298.173076923,5267374.26923077,5351450.365384616,5435526.461538462,5519602.557692308,5603678.653846154,5687754.75,5771830.846153846,5855906.942307692,5939983.038461538,6024059.134615384,6108135.230769231,6192211.326923077,6276287.423076923,6360363.51923077,6444439.615384616,6528515.711538462,6612591.807692308,6696667.903846154,6780744.0,PY
Peru,13562371.0,13956355.942307692,14350340.884615384,14744325.826923076,15138310.76923077,15532295.711538462,15926280.653846154,16320265.596153846,16714250.538461538,17108235.480769232,17502220.423076924,17896205.365384616,18290190.307692308,18684175.25,19078160.19230769,19472145.134615384,19866130.07692308,20260115.019230768,20654099.961538464,21048084.903846152,21442069.846153848,21836054.78846154,22230039.730769232,22624024.673076924,23018009.615384616,23411994.557692308,23805979.5,24199964.44230769,24593949.384615384,24987934.32692308,25381919.269230768,25775904.211538464,26169889.153846152,26563874.096153848,26957859.038461536,27351843.980769232,27745828.923076924,28139813.865384616,28533798.807692308,28927783.75,29321768.69230769,29715753.634615384,30109738.57692308,30503723.519230768,30897708.46153846,31291693.40384616,31685678.346153848,32079663.28846154,32473648.230769232,32867633.173076924,33261618.115384616,33655603.057692304,34049588.0,PE
Philippines,37435586.0,38937959.51923077,40440333.038461536,41942706.557692304,43445080.07692308,44947453.59615385,46449827.115384616,47952200.63461538,49454574.15384615,50956947.67307693,52459321.192307696,53961694.711538464,55464068.23076923,56966441.75,58468815.26923077,59971188.788461536,61473562.307692304,62975935.82692307,64478309.34615385,65980682.865384616,67483056.38461539,68985429.90384616,70487803.42307693,71990176.9423077,73492550.46153846,74994923.98076923,76497297.5,77999671.01923077,79502044.53846154,81004418.05769232,82506791.57692307,84009165.09615386,85511538.61538461,87013912.13461539,88516285.65384614,90018659.17307693,91521032.6923077,93023406.21153846,94525779.73076925,96028153.25,97530526.76923075,99032900.28846154,100535273.80769232,102037647.32692309,103540020.84615386,105042394.36538462,106544767.8846154,108047141.40384616,109549514.92307691,111051888.4423077,112554261.96153846,114056635.48076925,115559009.0,PH
Poland,32482943.0,32624754.57692308,32766566.153846152,32908377.730769232,33050189.307692308,33192000.884615384,33333812.46153846,33475624.03846154,33617435.615384616,33759247.192307696,33901058.76923077,34042870.34615385,34184681.92307692,34326493.5,34468305.07692308,34610116.65384615,34751928.23076923,34893739.807692304,35035551.384615384,35177362.961538464,35319174.538461536,35460986.115384616,35602797.692307696,35744609.26923077,35886420.84615385,36028232.42307692,36170044.0,36311855.57692308,36453667.15384615,36595478.73076923,36737290.307692304,36879101.88461538,37020913.461538464,37162725.038461536,37304536.615384616,37446348.192307696,37588159.76923077,37729971.34615385,37871782.92307693,38013594.5,38155406.07692308,38297217.65384615,38439029.23076923,38580840.807692304,38722652.38461538,38864463.961538464,39006275.538461536,39148087.115384616,39289898.692307696,39431710.26923077,39573521.84615385,39715333.42307693,39857145.0,PL
Portugal,8683631.0,8714154.73076923,8744678.461538462,8775202.192307692,8805725.923076924,8836249.653846154,8866773.384615384,8897297.115384616,8927820.846153846,8958344.576923076,8988868.307692308,9019392.038461538,9049915.76923077,9080439.5,9110963.23076923,9141486.961538462,9172010.692307692,9202534.423076924,9233058.153846154,9263581.884615384,9294105.615384616,9324629.346153846,9355153.076923076,9385676.807692308,9416200.538461538,9446724.26923077,9477248.0,9507771.73076923,9538295.461538462,9568819.192307692,9599342.923076924,9629866.653846154,9660390.384615384,9690914.115384616,9721437.846153846,9751961.576923076,9782485.307692308,9813009.038461538,9843532.76923077,9874056.5,9904580.23076923,9935103.961538462,9965627.692307692,9996151.423076924,10026675.153846154,10057198.884615384,10087722.615384616,10118246.346153846,10148770.076923076,10179293.807692308,10209817.538461538,10240341.26923077,10270865.0,PT
Puerto Rico,2737619.0,2747518.769230769,2757418.5384615385,2767318.3076923075,2777218.076923077,2787117.846153846,2797017.6153846155,2806917.3846153845,2816817.153846154,2826716.923076923,2836616.6923076925,2846516.461538461,2856416.230769231,2866316.0,2876215.769230769,2886115.5384615385,2896015.3076923075,2905915.076923077,2915814.846153846,2925714.6153846155,2935614.3846153845,2945514.153846154,2955413.923076923,2965313.6923076925,2975213.461538461,2985113.230769231,2995013.0,3004912.769230769,3014812.5384615385,3024712.3076923075,3034612.076923077,3044511.846153846,3054411.6153846155,3064311.3846153845,3074211.153846154,3084110.923076923,3094010.6923076925,3103910.461538461,3113810.230769231,3123710.0,3133609.769230769,3143509.5384615385,3153409.3076923075,3163309.076923077,3173208.846153846,3183108.6153846155,3193008.3846153845,3202908.153846154,3212807.923076923,3222707.6923076925,3232607.461538461,3242507.230769231,3252407.0,PR
Qatar,118007.0,167566.90384615384,217126.8076923077,266686.7115384615,316246.6153846154,365806.5192307693,415366.4230769231,464926.3269230769,514486.2307692308,564046.1346153846,613606.0384615385,663165.9423076923,712725.8461538461,762285.75,811845.6538461538,861405.5576923076,910965.4615384616,960525.3653846154,1010085.2692307692,1059645.173076923,1109205.076923077,1158764.9807692308,1208324.8846153845,1257884.7884615385,1307444.6923076925,1357004.596153846,1406564.5,1456124.4038461538,1505684.3076923075,1555244.2115384615,1604804.1153846153,1654364.0192307692,1703923.923076923,1753483.8269230768,1803043.7307692308,1852603.6346153845,1902163.5384615385,1951723.4423076925,2001283.346153846,2050843.25,2100403.153846154,2149963.0576923075,2199522.961538461,2249082.8653846155,2298642.769230769,2348202.673076923,2397762.576923077,2447322.4807692305,2496882.3846153845,2546442.2884615385,2596002.192307692,2645562.096153846,2695122.0,QA
Republic of the Congo,1396989.0,1484939.673076923,1572890.3461538462,1660841.0192307692,1748791.6923076925,1836742.3653846155,1924693.0384615385,2012643.7115384613,2100594.3846153845,2188545.057692308,2276495.730769231,2364446.403846154,2452397.076923077,2540347.75,2628298.423076923,2716249.096153846,2804199.769230769,2892150.442307692,2980101.1153846155,3068051.7884615385,3156002.461538461,3243953.134615385,3331903.807692308,3419854.480769231,3507805.153846154,3595755.826923077,3683706.5,3771657.173076923,3859607.846153846,3947558.5192307695,4035509.192307693,4123459.865384616,4211410.538461538,4299361.211538462,4387311.884615384,4475262.557692308,4563213.230769231,4651163.903846154,4739114.576923077,4827065.25,4915015.923076923,5002966.596153846,5090917.26923077,5178867.942307692,5266818.615384616,5354769.288461538,5442719.961538462,5530670.634615384,5618621.307692308,5706571.980769231,5794522.653846154,5882473.326923077,5970424.0,CG
Reunion,473925.0,483542.82692307694,493160.6538461539,502778.4807692308,512396.3076923077,522014.1346153846,531631.9615384615,541249.7884615385,550867.6153846154,560485.4423076923,570103.2692307692,579721.0961538461,589338.9230769231,598956.75,608574.576923077,618192.4038461539,627810.2307692308,637428.0576923077,647045.8846153846,656663.7115384615,666281.5384615385,675899.3653846154,685517.1923076923,695135.0192307692,704752.8461538462,714370.6730769231,723988.5,733606.326923077,743224.1538461539,752841.9807692308,762459.8076923077,772077.6346153846,781695.4615384615,791313.2884615385,800931.1153846155,810548.9423076923,820166.7692307692,829784.5961538462,839402.4230769231,849020.25,858638.076923077,868255.9038461539,877873.7307692308,887491.5576923077,897109.3846153846,906727.2115384616,916345.0384615384,925962.8653846156,935580.6923076924,945198.5192307692,954816.3461538462,964434.1730769232,974052.0,RE
Romania,19922618.0,19917553.557692308,19912489.115384616,19907424.673076924,19902360.230769232,19897295.78846154,19892231.346153848,19887166.903846152,19882102.46153846,19877038.019230768,19871973.57692308,19866909.134615384,19861844.69230769,19856780.25,19851715.807692308,19846651.365384616,19841586.923076924,19836522.480769232,19831458.03846154,19826393.596153848,19821329.153846152,19816264.71153846,19811200.269230768,19806135.82692308,19801071.384615384,19796006.94230769,19790942.5,19785878.057692308,19780813.615384616,19775749.173076924,19770684.730769232,19765620.28846154,19760555.846153848,19755491.403846152,19750426.96153846,19745362.519230768,19740298.07692308,19735233.634615384,19730169.19230769,19725104.75,19720040.307692308,19714975.865384616,19709911.423076924,19704846.980769232,19699782.53846154,19694718.096153848,19689653.653846152,19684589.21153846,19679524.769230768,19674460.32692308,19669395.884615384,19664331.44230769,19659267.0,RO
